duration_s,start_row,end_row,method,distance_m,endpoint_error_m,drift_percent,sequence
15,24297,24447,learned_speed_initial_offset,55.299055555555555,15.61302874051757,28.233807220870386,S1
15,24297,24447,learned_speed_preoutage_mean_offset,55.299055555555555,21.80274459977829,39.42697462142805,S1
15,24447,24597,original_learned_speed,83.6225,16.708242190366573,19.980558091861127,S1
15,24447,24597,constant_speed_with_gyro,83.6225,38.30436111198617,45.80628552361645,S1
15,24447,24597,learned_speed_initial_offset,83.6225,17.03551758994472,20.3719305090672,S1
15,24447,24597,learned_speed_preoutage_mean_offset,83.6225,11.754659401329771,14.056814136541924,S1
15,24597,24747,original_learned_speed,151.55225000000002,3.0220596874164034,1.994071145374881,S1
15,24597,24747,constant_speed_with_gyro,151.55225000000002,9.065842750289416,5.981991524566224,S1
15,24597,24747,learned_speed_initial_offset,151.55225000000002,15.448103198283032,10.193252293042848,S1
15,24597,24747,learned_speed_preoutage_mean_offset,151.55225000000002,8.53184966596341,5.6296423616036115,S1
15,24747,24897,original_learned_speed,167.15058333333332,17.498512539227814,10.468711619349907,S1
15,24747,24897,constant_speed_with_gyro,167.15058333333332,5.174158613040337,3.0955073621980604,S1
15,24747,24897,learned_speed_initial_offset,167.15058333333332,5.949196578670027,3.559183856873584,S1
15,24747,24897,learned_speed_preoutage_mean_offset,167.15058333333332,6.204911187108054,3.7121684312247716,S1
15,24897,25047,original_learned_speed,106.31308333333332,27.69051562204895,26.046197470567467,S1
15,24897,25047,constant_speed_with_gyro,106.31308333333332,66.5780489251893,62.62451133736845,S1
15,24897,25047,learned_speed_initial_offset,106.31308333333332,24.89364753107583,23.41541299580641,S1
15,24897,25047,learned_speed_preoutage_mean_offset,106.31308333333332,12.833982092771716,12.07187459000896,S1
15,25047,25197,original_learned_speed,0.3147222222222223,6.601119147550782,,S1
15,25047,25197,constant_speed_with_gyro,0.3147222222222223,0.23690812242502016,,S1
15,25047,25197,learned_speed_initial_offset,0.3147222222222223,0.09017164988889038,,S1
15,25047,25197,learned_speed_preoutage_mean_offset,0.3147222222222223,0.039075268938221615,,S1
15,25197,25347,original_learned_speed,93.61675,10.162561925928523,10.855495331688532,S1
15,25197,25347,constant_speed_with_gyro,93.61675,91.30256305080553,97.52802041387416,S1
15,25197,25347,learned_speed_initial_offset,93.61675,10.800314286829328,11.53673278214564,S1
15,25197,25347,learned_speed_preoutage_mean_offset,93.61675,20.67649232314671,22.08631716348486,S1
15,25347,25497,original_learned_speed,75.07488888888888,9.28615699355094,12.369191791005495,S1
15,25347,25497,constant_speed_with_gyro,75.07488888888888,17.98261369484273,23.952900844724613,S1
15,25347,25497,learned_speed_initial_offset,75.07488888888888,21.443006165005,28.562155045931178,S1
15,25347,25497,learned_speed_preoutage_mean_offset,75.07488888888888,8.55540453886329,11.39582710741713,S1
15,25497,25647,original_learned_speed,70.00894444444444,4.902096836194451,7.002100767401952,S1
15,25497,25647,constant_speed_with_gyro,70.00894444444444,37.93409046357378,54.18463421295597,S1
15,25497,25647,learned_speed_initial_offset,70.00894444444444,10.18508267247774,14.548259159313718,S1
15,25497,25647,learned_speed_preoutage_mean_offset,70.00894444444444,15.058617614435528,21.509562433676294,S1
15,25647,25797,original_learned_speed,105.45169444444446,10.468679804424186,9.927464759648261,S1
15,25647,25797,constant_speed_with_gyro,105.45169444444446,53.437298517696796,50.67467033054589,S1
15,25647,25797,learned_speed_initial_offset,105.45169444444446,4.406338837939298,4.178537728723466,S1
15,25647,25797,learned_speed_preoutage_mean_offset,105.45169444444446,17.078044224323847,16.195134951881823,S1
15,25797,25947,original_learned_speed,130.36599999999999,13.556338357999904,10.398676309773947,S1
15,25797,25947,constant_speed_with_gyro,130.36599999999999,7.663938849152551,5.878786531114364,S1
15,25797,25947,learned_speed_initial_offset,130.36599999999999,18.861417078357224,14.468049244708917,S1
15,25797,25947,learned_speed_preoutage_mean_offset,130.36599999999999,13.200414004287762,10.12565699974515,S1
15,25947,26097,original_learned_speed,37.073,7.974766463629979,,S1
15,25947,26097,constant_speed_with_gyro,37.073,74.80602279779926,,S1
15,25947,26097,learned_speed_initial_offset,37.073,7.781957815769047,,S1
15,25947,26097,learned_speed_preoutage_mean_offset,37.073,5.432288804129526,,S1
15,26097,26247,original_learned_speed,115.6973888888889,2.4352592980339542,2.1048524270264033,S1
